cve_id,affected_vendor,vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getN3KBufferStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getEndDeviceStatListWithVsan SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getNpvLinkStatJoinList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getFlowStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getTaskList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager modifyGroupName SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getVpcCount SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanSwitchBandwidthStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanSwitchBandwidthStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getAllVpcs SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanEthernetStatListES SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanIslStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getPortGroupStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanIslStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getNpvLinkStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanIslStatJoinList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanGigEStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanGigEStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanIslStatJoinList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanSwitchListWithoutUsedPorts SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanStatEntities SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanStatEntities SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getOidSanStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getOidLanStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getPortGroupMember SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getHostEnclList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanZoneList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getVsanList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15985,Cisco,Cisco Data Center Network Manager getEndPortConnectionsForStorageSystem SQL Injection Remote Code Execution Vulnerability
CVE-2019-15985,Cisco,Cisco Data Center Network Manager getEndPortConnectionsForStorageEnclosure SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getVmHostData SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getDeployerTaskDetails SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getJobList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getVsanListForEnclosures SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getAllGroups SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getZoneListByZoneNameAndParentId SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanIslListWithPM SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getEndDeviceList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSwitches SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSwitches SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getModulesBySwitch SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanIslStatListES SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getModules SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getNpvLinks SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getBackupStatusCount SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanIslStatListESBySQL SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getFlowStatListES SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSanGigEStatListES SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getCustomPGStatList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getEndDeviceStatListESBySQL SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getIslListWithPMForTopology SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getHostEnclList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanSwitchList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLanIslList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getisls SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getInterfacesBySwitch SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getHostEnclList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getHostEnclList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getEndPorts SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getLicenses SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getAllTemplate SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getRPMTasks SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getJobExecutionDetails SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager DeviceModuleRest getDeviceModulesupport SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSyslogEventList SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager VirtualPortChannel getDomain SQL Injection Information Disclosure Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getHostEnclDataLength SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getVpcPeerHistory SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getVpcHistory SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getAllVpc SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager deleteVpcHistory SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getSMUTasks SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager ImageManagement SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager getTokenInfo SQL Injection Remote Code Execution Vulnerability
CVE-2019-15984,Cisco,Cisco Data Center Network Manager persistUserInfo SQL Injection Remote Code Execution Vulnerability
CVE-2019-15981,Cisco,Cisco Data Center Network Manager readConfigFileFromDB Directory Traversal Information Disclosure Vulnerability
CVE-2019-15981,Cisco,Cisco Data Center Network Manager ReportWS deleteReportTemplate Directory Traversal Denial-of-Service Vulnerability
CVE-2019-15977,Cisco,Cisco Data Center Network Manager JBoss_4_2Encrypter Hardcoded Cryptographic Key Information Disclosure Vulnerability
CVE-2019-15977,Cisco,Cisco Data Center Network Manager serverinfo Hardcoded Password Information Disclosure Vulnerability
CVE-2019-15980,Cisco,Cisco Data Center Network Manager DbAdminRest installSwitchLicense Directory Traversal Remote Code Execution Vulnerability
CVE-2019-15981,Cisco,Cisco Data Center Network Manager readConfigFileFromDBAsXML Directory Traversal Information Disclosure Vulnerability
CVE-2019-15981,Cisco,Cisco Data Center Network Manager WebAnalysisWSService storeConfigToFS Directory Traversal Denial-of-Service Vulnerability
CVE-2019-15976,Cisco,Cisco Data Center Network Manager SecurityManager Hard-coded Cryptographic Key Authentication Bypass Vulnerability
CVE-2019-15980,Cisco,Cisco Data Center Network Manager reportTemplateUploadPolicy Directory Traversal Remote Code Execution Vulnerability
CVE-2019-15980,Cisco,Cisco Data Center Network Manager ConfigArchiveRest getRestoreLog Directory Traversal Information Disclosure Vulnerability
CVE-2019-15980,Cisco,Cisco Data Center Network Manager DbAdminRest runZoneMigrationForBrocade Directory Traversal Remote Code Execution Vulnerability
CVE-2019-15980,Cisco,Cisco Data Center Network Manager DbAdminRest saveLicenseFileToServer Directory Traversal Remote Code Execution Vulnerability
CVE-2019-15975,Cisco,Cisco Data Center Network Manager TrustedClientTokenValidator Hard-coded Cryptographic Key Authentication Bypass Vulnerability
,Microsoft,(0Day) Microsoft Outlook HTML Uninitialized Memory Information Disclosure Vulnerability
,Microsoft,
